project_id,mp_id,state,constituency,allocated_amount,work_type,location_id,project_description,estimated_cost,sanctioned_amount,baseline_expenditure,expenditure,payment_count,start_date,expected_completion,actual_completion,status,physical_progress_pct,financial_progress_pct,is_injected_anomaly,anomaly_type,anomaly_severity,severity_score,duplicate_group_id,project_remaining_balance,expenditure_delta,mp_allocation_breach_cause,mp_remaining_allocation
PRJ_002070,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,drainage,LOC_MPID_0116_54,Covering of drainage in drainage at LOC_MPID_0116_54,6588223.67,6140300.8,5900814.18,5900814.18,3,2024-11-18,2025-04-28,2025-04-28,completed,100.0,96.1,0,none,NONE,0,none,239486.62,0.0,NONE,45424221.87
PRJ_002071,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,water_supply,LOC_MPID_0116_80,Installation of water supply at LOC_MPID_0116_80,1947362.27,1698529.27,1655926.58,1655926.58,4,2024-05-13,2024-09-16,2024-09-07,completed,100.0,97.49,0,none,NONE,0,none,42602.69,0.0,NONE,45424221.87
PRJ_002072,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,water_supply,LOC_MPID_0116_86,Laying pipelines for water supply at LOC_MPID_0116_86,5660570.48,5540645.37,3409705.87,3409705.87,2,2026-07-03,2026-10-17,,in_progress,75.27,61.54,0,none,NONE,0,none,2130939.5,0.0,NONE,45424221.87
PRJ_002073,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,water_supply,LOC_MPID_0116_26,Installation of water supply at LOC_MPID_0116_26,6579033.5,6225238.52,6034515.59,6034515.59,3,2024-10-23,2025-04-08,2025-03-31,completed,100.0,96.94,0,none,NONE,0,none,190722.93,0.0,NONE,45424221.87
PRJ_002074,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,drainage,LOC_MPID_0116_54,Covering of drainage in drainage at LOC_MPID_0116_54,7870732.49,6857419.0,6536999.71,6536999.71,6,2025-09-20,2025-12-27,2026-01-02,completed,100.0,95.33,0,none,NONE,0,none,320419.29,0.0,NONE,45424221.87
PRJ_002075,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,community_hall,LOC_MPID_0116_72,Construction of community hall at LOC_MPID_0116_72,3251347.01,2930170.35,2887266.84,2887266.84,3,2025-04-20,2025-08-22,2025-09-04,completed,100.0,98.54,0,none,NONE,0,none,42903.51,0.0,NONE,45424221.87
PRJ_002076,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,road,LOC_MPID_0116_46,Widening of road at LOC_MPID_0116_46,1549677.72,1391649.07,1390679.92,1390679.92,6,2025-06-11,2026-02-27,2026-04-12,completed,100.0,99.93,0,none,NONE,0,none,969.15,0.0,NONE,45424221.87
PRJ_002077,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,road,LOC_MPID_0116_5,Construction of road at LOC_MPID_0116_5,6206577.29,5536954.99,5449951.02,5449951.02,4,2025-12-17,2026-12-04,,in_progress,100.0,98.43,0,none,NONE,0,none,87003.97,0.0,NONE,45424221.87
PRJ_002078,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,water_supply,LOC_MPID_0116_15,Installation of water supply at LOC_MPID_0116_15,26282300.69,24518661.9,24133958.92,24133958.92,4,2024-10-13,2025-01-26,2025-02-03,completed,100.0,98.43,0,none,NONE,0,none,384702.98,0.0,NONE,45424221.87
PRJ_002079,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,community_hall,LOC_MPID_0116_63,Upgradation of community hall at LOC_MPID_0116_63,2821298.23,2654338.98,2577030.41,2577030.41,4,2025-01-31,2025-08-26,2025-08-11,completed,100.0,97.09,0,none,NONE,0,none,77308.57,0.0,NONE,45424221.87
PRJ_002080,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,community_hall,LOC_MPID_0116_99,Upgradation of community hall at LOC_MPID_0116_99,7416913.79,6858633.96,0.0,0.0,0,2026-08-20,2027-08-04,,sanctioned,0.0,0.0,0,none,NONE,0,none,6858633.96,0.0,NONE,45424221.87
PRJ_002081,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,school,LOC_MPID_0116_89,Additional classrooms for school at LOC_MPID_0116_89,1020466.31,888503.5,860052.57,860052.57,5,2025-08-08,2026-07-04,2026-08-09,completed,100.0,96.8,0,none,NONE,0,none,28450.93,0.0,NONE,45424221.87
PRJ_002082,MPID_0116,Andhra Pradesh,CHITTOOR,147000000.0,school,LOC_MPID_0116_59,Additional classrooms for school at LOC_MPID_0116_59,15237577.43,14935505.01,3913639.27,3913639.27,1,2026-06-01,2027-07-05,,in_progress,27.31,26.2,0,none,NONE,0,none,11021865.74,0.0,NONE,45424221.87
PRJ_002083,MPID_0117,Rajasthan,BHILWARA,147000000.0,drainage,LOC_MPID_0117_79,Construction of drain at drainage at LOC_MPID_0117_79,2342085.97,2293905.12,2256026.53,2256026.53,5,2024-08-14,2025-01-26,2025-01-11,completed,100.0,98.35,0,none,NONE,0,none,37878.59,0.0,NONE,35386637.9
PRJ_002084,MPID_0117,Rajasthan,BHILWARA,147000000.0,community_hall,LOC_MPID_0117_65,Construction of community hall at LOC_MPID_0117_65,10214091.16,9194425.43,8992702.33,8992702.33,3,2024-06-08,2024-11-17,2024-11-12,completed,100.0,97.81,0,none,NONE,0,none,201723.1,0.0,NONE,35386637.9
PRJ_002085,MPID_0117,Rajasthan,BHILWARA,147000000.0,drainage,LOC_MPID_0117_27,Covering of drainage in drainage at LOC_MPID_0117_27,7546777.93,7109561.52,3573399.49,3573399.49,1,2026-07-07,2026-09-25,,in_progress,63.44,50.26,0,none,NONE,0,none,3536162.03,0.0,NONE,35386637.9
PRJ_002086,MPID_0117,Rajasthan,BHILWARA,147000000.0,water_supply,LOC_MPID_0117_91,Laying pipelines for water supply at LOC_MPID_0117_91,722339.17,636087.92,636087.92,636087.92,3,2026-03-18,2026-09-21,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,35386637.9
PRJ_002087,MPID_0117,Rajasthan,BHILWARA,147000000.0,road,LOC_MPID_0117_64,Widening of road at LOC_MPID_0117_64,9283231.25,8674079.57,0.0,0.0,0,2026-08-20,2027-04-07,,sanctioned,0.0,0.0,0,none,NONE,0,none,8674079.57,0.0,NONE,35386637.9
PRJ_002088,MPID_0117,Rajasthan,BHILWARA,147000000.0,water_supply,LOC_MPID_0117_83,Laying pipelines for water supply at LOC_MPID_0117_83,1326438.97,1169377.42,1156461.37,1156461.37,4,2025-11-24,2026-04-05,2026-03-31,completed,100.0,98.9,0,none,NONE,0,none,12916.05,0.0,NONE,35386637.9
PRJ_002089,MPID_0117,Rajasthan,BHILWARA,147000000.0,school,LOC_MPID_0117_26,Boundary wall for school at LOC_MPID_0117_26,30558682.61,26595372.9,25922643.5,25922643.5,3,2024-05-23,2025-06-25,2025-06-05,completed,100.0,97.47,0,none,NONE,0,none,672729.4,0.0,NONE,35386637.9
PRJ_002090,MPID_0117,Rajasthan,BHILWARA,147000000.0,water_supply,LOC_MPID_0117_32,Laying pipelines for water supply at LOC_MPID_0117_32,3072643.46,2839983.0,2802202.2,2802202.2,3,2025-06-24,2025-11-04,2025-12-18,completed,100.0,98.67,0,none,NONE,0,none,37780.8,0.0,NONE,35386637.9
PRJ_002091,MPID_0117,Rajasthan,BHILWARA,147000000.0,community_hall,LOC_MPID_0117_22,Construction of community hall at LOC_MPID_0117_22,9548326.79,9200972.5,9182657.24,9182657.24,3,2025-02-01,2025-08-08,2025-09-10,completed,100.0,99.8,0,none,NONE,0,none,18315.26,0.0,NONE,35386637.9
PRJ_002092,MPID_0117,Rajasthan,BHILWARA,147000000.0,drainage,LOC_MPID_0117_47,Construction of drain at drainage at LOC_MPID_0117_47,3123081.09,2858494.6,2801617.64,2801617.64,4,2024-04-26,2024-07-14,2024-08-30,completed,100.0,98.01,0,none,NONE,0,none,56876.96,0.0,NONE,35386637.9
PRJ_002093,MPID_0117,Rajasthan,BHILWARA,147000000.0,school,LOC_MPID_0117_54,Additional classrooms for school at LOC_MPID_0117_54,3113668.29,2743751.19,2117103.83,2117103.83,4,2026-04-07,2026-10-09,,in_progress,75.54,77.16,0,none,NONE,0,none,626647.36,0.0,NONE,35386637.9
PRJ_002094,MPID_0117,Rajasthan,BHILWARA,147000000.0,drainage,LOC_MPID_0117_53,Covering of drainage in drainage at LOC_MPID_0117_53,1794730.63,1679092.4,1410425.76,1410425.76,3,2026-03-30,2026-09-20,,in_progress,86.42,84.0,0,none,NONE,0,none,268666.64,0.0,NONE,35386637.9
PRJ_002095,MPID_0117,Rajasthan,BHILWARA,147000000.0,drainage,LOC_MPID_0117_67,Covering of drainage in drainage at LOC_MPID_0117_67,7978502.22,7560162.94,7282449.45,7282449.45,3,2026-01-26,2026-07-25,2026-08-24,completed,100.0,96.33,0,none,NONE,0,none,277713.49,0.0,NONE,35386637.9
PRJ_002096,MPID_0117,Rajasthan,BHILWARA,147000000.0,water_supply,LOC_MPID_0117_19,Installation of water supply at LOC_MPID_0117_19,8340831.46,7695547.25,7616602.58,7616602.58,4,2024-09-13,2025-03-13,2025-03-01,completed,100.0,98.97,0,none,NONE,0,none,78944.67,0.0,NONE,35386637.9
PRJ_002097,MPID_0117,Rajasthan,BHILWARA,147000000.0,road,LOC_MPID_0117_11,Repair of road at LOC_MPID_0117_11,38470771.15,37575510.04,23104445.75,23104445.75,3,2026-01-01,2026-12-08,,in_progress,55.73,61.49,0,none,NONE,0,none,14471064.29,0.0,NONE,35386637.9
PRJ_002098,MPID_0117,Rajasthan,BHILWARA,147000000.0,school,LOC_MPID_0117_99,Additional classrooms for school at LOC_MPID_0117_99,5633668.43,5004325.18,1103005.57,1103005.57,1,2026-07-10,2027-03-28,,in_progress,34.88,22.04,0,none,NONE,0,none,3901319.61,0.0,NONE,35386637.9
PRJ_002099,MPID_0117,Rajasthan,BHILWARA,147000000.0,community_hall,LOC_MPID_0117_51,Construction of community hall at LOC_MPID_0117_51,7519807.85,6988297.84,6804906.45,6804906.45,4,2024-01-22,2024-11-06,2024-11-05,completed,100.0,97.38,0,none,NONE,0,none,183391.39,0.0,NONE,35386637.9
PRJ_002100,MPID_0117,Rajasthan,BHILWARA,147000000.0,community_hall,LOC_MPID_0117_74,Construction of community hall at LOC_MPID_0117_74,5342536.11,5008669.45,4850624.49,4850624.49,6,2023-11-17,2024-08-24,2024-10-09,completed,100.0,96.84,0,none,NONE,0,none,158044.96,0.0,NONE,35386637.9
PRJ_002101,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,water_supply,LOC_MPID_0118_38,Laying pipelines for water supply at LOC_MPID_0118_38,5616704.94,5174130.91,5077504.87,5077504.87,3,2024-05-08,2024-09-26,2024-11-15,completed,100.0,98.13,0,none,NONE,0,none,96626.04,0.0,NONE,45778152.57
PRJ_002102,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_39,Upgradation of community hall at LOC_MPID_0118_39,3200851.64,2974629.72,1655281.56,1655281.56,3,2026-01-30,2027-01-17,,in_progress,62.32,55.65,0,none,NONE,0,none,1319348.16,0.0,NONE,45778152.57
PRJ_002103,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,school,LOC_MPID_0118_2,Boundary wall for school at LOC_MPID_0118_2,3262029.52,2848020.03,2815837.88,2815837.88,3,2024-02-16,2025-03-02,2025-04-29,completed,100.0,98.87,0,none,NONE,0,none,32182.15,0.0,NONE,45778152.57
PRJ_002104,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_19,Upgradation of community hall at LOC_MPID_0118_19,1090069.04,1044944.83,0.0,0.0,0,2026-08-04,2027-03-26,,sanctioned,0.0,0.0,0,none,NONE,0,none,1044944.83,0.0,NONE,45778152.57
PRJ_002105,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_27,Covering of drainage in drainage at LOC_MPID_0118_27,976138.56,966998.19,619749.01,619749.01,4,2026-06-11,2026-11-07,,in_progress,61.47,64.09,0,none,NONE,0,none,347249.18,0.0,NONE,45778152.57
PRJ_002106,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_84,Upgradation of community hall at LOC_MPID_0118_84,2898963.19,2562712.33,859860.03,859860.03,1,2026-04-15,2027-02-27,,in_progress,36.23,33.55,0,none,NONE,0,none,1702852.3,0.0,NONE,45778152.57
PRJ_002107,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_39,Construction of community hall at LOC_MPID_0118_39,3683184.03,3466195.93,0.0,0.0,0,2026-08-07,2026-12-14,,sanctioned,0.0,0.0,0,none,NONE,0,none,3466195.93,0.0,NONE,45778152.57
PRJ_002108,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_43,Covering of drainage in drainage at LOC_MPID_0118_43,1199040.62,1196259.33,879159.86,879159.86,2,2026-04-24,2026-09-23,,in_progress,67.15,73.49,0,none,NONE,0,none,317099.47,0.0,NONE,45778152.57
PRJ_002109,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_95,Construction of drain at drainage at LOC_MPID_0118_95,850783.84,815428.91,784561.24,784561.24,5,2024-10-14,2025-02-17,2025-03-05,completed,100.0,96.21,0,none,NONE,0,none,30867.67,0.0,NONE,45778152.57
PRJ_002110,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,water_supply,LOC_MPID_0118_28,Installation of water supply at LOC_MPID_0118_28,1344260.45,1184307.0,1169016.61,1169016.61,6,2024-09-03,2025-02-05,2025-02-24,completed,100.0,98.71,0,none,NONE,0,none,15290.39,0.0,NONE,45778152.57
PRJ_002111,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,road,LOC_MPID_0118_67,Repair of road at LOC_MPID_0118_67,11128819.27,10859207.3,10576962.08,10576962.08,3,2025-11-13,2026-08-01,2026-07-15,completed,100.0,97.4,0,none,NONE,0,none,282245.22,0.0,NONE,45778152.57
PRJ_002112,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,school,LOC_MPID_0118_70,Boundary wall for school at LOC_MPID_0118_70,3053844.6,2973393.59,2925737.13,2925737.13,5,2023-11-25,2024-06-23,2024-07-11,completed,100.0,98.4,0,none,NONE,0,none,47656.46,0.0,NONE,45778152.57
PRJ_002113,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,school,LOC_MPID_0118_93,Boundary wall for school at LOC_MPID_0118_93,4037770.38,3845349.34,3781617.51,3781617.51,4,2025-07-28,2026-05-03,2026-04-20,completed,100.0,98.34,0,none,NONE,0,none,63731.83,0.0,NONE,45778152.57
PRJ_002114,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,school,LOC_MPID_0118_48,Boundary wall for school at LOC_MPID_0118_48,1406311.8,1335282.69,1317827.68,1317827.68,4,2024-05-17,2025-03-23,2025-04-17,completed,100.0,98.69,0,none,NONE,0,none,17455.01,0.0,NONE,45778152.57
PRJ_002115,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_16,Construction of community hall at LOC_MPID_0118_16,564819.54,519993.27,512840.0,512840.0,4,2023-12-19,2024-10-27,2024-10-22,completed,100.0,98.62,0,none,NONE,0,none,7153.27,0.0,NONE,45778152.57
PRJ_002116,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_58,Covering of drainage in drainage at LOC_MPID_0118_58,1130092.36,1110146.63,1074037.7,1074037.7,4,2024-03-20,2024-07-31,2024-07-11,completed,100.0,96.75,0,none,NONE,0,none,36108.93,0.0,NONE,45778152.57
PRJ_002117,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_59,Covering of drainage in drainage at LOC_MPID_0118_59,926525.96,903402.0,890229.18,890229.18,6,2024-04-23,2024-07-22,2024-09-14,completed,100.0,98.54,0,none,NONE,0,none,13172.82,0.0,NONE,45778152.57
PRJ_002118,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_73,Construction of drain at drainage at LOC_MPID_0118_73,1953686.79,1873413.28,1787047.32,1787047.32,4,2025-07-10,2025-10-22,2025-11-07,completed,100.0,95.39,0,none,NONE,0,none,86365.96,0.0,NONE,45778152.57
PRJ_002119,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,road,LOC_MPID_0118_86,Widening of road at LOC_MPID_0118_86,60904569.25,57221726.56,54680681.2,54680681.2,4,2023-12-16,2024-08-23,2024-09-20,completed,100.0,95.56,0,none,NONE,0,none,2541045.36,0.0,NONE,45778152.57
PRJ_002120,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_67,Construction of drain at drainage at LOC_MPID_0118_67,2389701.75,2305861.37,2235777.96,2235777.96,4,2025-07-12,2025-09-23,2025-11-08,completed,100.0,96.96,0,none,NONE,0,none,70083.41,0.0,NONE,45778152.57
PRJ_002121,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,drainage,LOC_MPID_0118_75,Construction of drain at drainage at LOC_MPID_0118_75,8915873.05,7845426.78,7578118.61,7578118.61,5,2024-01-05,2024-06-18,2024-07-14,completed,100.0,96.59,0,none,NONE,0,none,267308.17,0.0,NONE,45778152.57
PRJ_002122,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,community_hall,LOC_MPID_0118_59,Construction of community hall at LOC_MPID_0118_59,4931539.1,4304308.54,0.0,0.0,0,2026-08-02,2027-01-06,,sanctioned,0.0,0.0,0,none,NONE,0,none,4304308.54,0.0,NONE,45778152.57
PRJ_002123,MPID_0118,Uttar Pradesh,LALGANJ (SC),147000000.0,water_supply,LOC_MPID_0118_55,Laying pipelines for water supply at LOC_MPID_0118_55,1364545.57,1319739.44,0.0,0.0,0,2026-08-22,2026-11-30,,sanctioned,0.0,0.0,0,none,NONE,0,none,1319739.44,0.0,NONE,45778152.57
PRJ_002124,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,community_hall,LOC_MPID_0119_8,Upgradation of community hall at LOC_MPID_0119_8,4108446.89,4075646.8,4047279.26,4047279.26,5,2025-05-01,2026-04-13,2026-05-23,completed,100.0,99.3,0,none,NONE,0,none,28367.54,0.0,NONE,93617565.72
PRJ_002125,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,drainage,LOC_MPID_0119_28,Covering of drainage in drainage at LOC_MPID_0119_28,3028098.4,2644713.12,2559521.72,2559521.72,3,2025-06-03,2025-08-11,2025-09-27,completed,100.0,96.78,0,none,NONE,0,none,85191.4,0.0,NONE,93617565.72
PRJ_002126,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_52,Widening of road at LOC_MPID_0119_52,19089734.67,17167601.26,0.0,0.0,0,2026-07-31,2027-10-19,,sanctioned,0.0,0.0,0,none,NONE,0,none,17167601.26,0.0,NONE,93617565.72
PRJ_002127,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,community_hall,LOC_MPID_0119_51,Upgradation of community hall at LOC_MPID_0119_51,5175351.39,4839090.31,4766619.48,4766619.48,5,2024-07-06,2025-04-01,2025-05-05,completed,100.0,98.5,0,none,NONE,0,none,72470.83,0.0,NONE,93617565.72
PRJ_002128,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,school,LOC_MPID_0119_57,Boundary wall for school at LOC_MPID_0119_57,23790651.28,21984465.7,0.0,0.0,0,2026-08-11,2027-07-14,,sanctioned,0.0,0.0,0,none,NONE,0,none,21984465.7,0.0,NONE,93617565.72
PRJ_002129,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_21,Construction of road at LOC_MPID_0119_21,13826593.37,13245691.8,12923946.12,12923946.12,4,2025-02-02,2026-04-16,2026-05-28,completed,100.0,97.57,0,none,NONE,0,none,321745.68,0.0,NONE,93617565.72
PRJ_002130,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,drainage,LOC_MPID_0119_92,Covering of drainage in drainage at LOC_MPID_0119_92,2566488.33,2549350.46,0.0,0.0,0,2026-08-02,2026-10-17,,sanctioned,0.0,0.0,0,none,NONE,0,none,2549350.46,0.0,NONE,93617565.72
PRJ_002131,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,water_supply,LOC_MPID_0119_66,Installation of water supply at LOC_MPID_0119_66,3444633.33,3306096.49,825979.23,825979.23,1,2026-06-01,2026-11-26,,in_progress,39.84,24.98,0,none,NONE,0,none,2480117.26,0.0,NONE,93617565.72
PRJ_002132,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,drainage,LOC_MPID_0119_59,Covering of drainage in drainage at LOC_MPID_0119_59,2917298.39,2717120.07,2646673.69,2646673.69,3,2024-05-18,2024-07-21,2024-07-21,completed,100.0,97.41,0,none,NONE,0,none,70446.38,0.0,NONE,93617565.72
PRJ_002133,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,drainage,LOC_MPID_0119_72,Covering of drainage in drainage at LOC_MPID_0119_72,8666782.74,8427516.9,8335162.2,8335162.2,5,2025-10-30,2026-04-25,2026-06-21,completed,100.0,98.9,0,none,NONE,0,none,92354.7,0.0,NONE,93617565.72
PRJ_002134,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_53,Construction of road at LOC_MPID_0119_53,3836732.9,3643160.48,851337.62,851337.62,1,2026-04-22,2026-12-19,,in_progress,21.76,23.37,0,none,NONE,0,none,2791822.86,0.0,NONE,93617565.72
PRJ_002135,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_74,Repair of road at LOC_MPID_0119_74,6492100.22,5891431.68,5710311.61,5710311.61,5,2024-08-19,2025-03-07,2025-03-06,completed,100.0,96.93,0,none,NONE,0,none,181120.07,0.0,NONE,93617565.72
PRJ_002136,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,school,LOC_MPID_0119_16,Boundary wall for school at LOC_MPID_0119_16,4350261.27,4115210.49,0.0,0.0,0,2026-08-13,2027-03-29,,sanctioned,0.0,0.0,0,none,NONE,0,none,4115210.49,0.0,NONE,93617565.72
PRJ_002137,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,school,LOC_MPID_0119_39,Boundary wall for school at LOC_MPID_0119_39,6460118.89,6030746.48,0.0,0.0,0,2026-08-24,2027-05-25,,sanctioned,0.0,0.0,0,none,NONE,0,none,6030746.48,0.0,NONE,93617565.72
PRJ_002138,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_19,Construction of road at LOC_MPID_0119_19,8612483.55,8092717.8,7695590.15,7695590.15,5,2025-06-06,2026-07-06,2026-07-25,completed,100.0,95.09,0,none,NONE,0,none,397127.65,0.0,NONE,93617565.72
PRJ_002139,MPID_0119,Madhya Pradesh,HOSHANGABAD,147000000.0,road,LOC_MPID_0119_37,Construction of road at LOC_MPID_0119_37,3470326.75,3049172.09,3020013.2,3020013.2,3,2023-10-29,2024-07-28,2024-09-08,completed,100.0,99.04,0,none,NONE,0,none,29158.89,0.0,NONE,93617565.72
PRJ_002140,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_1,Construction of road at LOC_MPID_0120_1,2356426.67,2345463.15,2237307.45,2237307.45,5,2025-06-23,2026-06-16,2026-06-01,completed,100.0,95.39,0,none,NONE,0,none,108155.7,0.0,NONE,41193597.77
PRJ_002141,MPID_0120,Haryana,ROHTAK,147000000.0,water_supply,LOC_MPID_0120_54,Laying pipelines for water supply at LOC_MPID_0120_54,7818501.91,6840344.16,6623750.31,6623750.31,4,2025-05-01,2025-10-11,2025-12-02,completed,100.0,96.83,0,none,NONE,0,none,216593.85,0.0,NONE,41193597.77
PRJ_002142,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_58,Repair of road at LOC_MPID_0120_58,11587764.29,11321187.02,7709470.57,7709470.57,2,2025-11-24,2026-12-02,,in_progress,62.45,68.1,0,none,NONE,0,none,3611716.45,0.0,NONE,41193597.77
PRJ_002143,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_93,Widening of road at LOC_MPID_0120_93,14291618.35,14120182.81,11235585.17,11235585.17,3,2026-01-11,2026-09-15,,in_progress,90.81,79.57,0,none,NONE,0,none,2884597.64,0.0,NONE,41193597.77
PRJ_002144,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_18,Widening of road at LOC_MPID_0120_18,13206125.44,12877464.13,12487252.03,12487252.03,5,2023-05-18,2024-07-06,2024-08-12,completed,100.0,96.97,0,none,NONE,0,none,390212.1,0.0,NONE,41193597.77
PRJ_002145,MPID_0120,Haryana,ROHTAK,147000000.0,water_supply,LOC_MPID_0120_86,Laying pipelines for water supply at LOC_MPID_0120_86,4102888.93,3888515.86,3454830.11,3454830.11,3,2026-06-14,2026-10-01,,in_progress,78.17,88.85,0,none,NONE,0,none,433685.75,0.0,NONE,41193597.77
PRJ_002146,MPID_0120,Haryana,ROHTAK,147000000.0,water_supply,LOC_MPID_0120_12,Laying pipelines for water supply at LOC_MPID_0120_12,2063492.17,1992568.41,1943760.28,1943760.28,3,2025-08-12,2025-12-29,2026-01-28,completed,100.0,97.55,0,none,NONE,0,none,48808.13,0.0,NONE,41193597.77
PRJ_002147,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_44,Widening of road at LOC_MPID_0120_44,9670817.83,8927301.01,0.0,0.0,0,2026-08-03,2027-02-22,,sanctioned,0.0,0.0,0,none,NONE,0,none,8927301.01,0.0,NONE,41193597.77
PRJ_002148,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_57,Widening of road at LOC_MPID_0120_57,9075016.1,7924810.12,7724554.65,7724554.65,4,2023-12-15,2024-11-01,2024-10-23,completed,100.0,97.47,0,none,NONE,0,none,200255.47,0.0,NONE,41193597.77
PRJ_002149,MPID_0120,Haryana,ROHTAK,147000000.0,community_hall,LOC_MPID_0120_22,Construction of community hall at LOC_MPID_0120_22,8476581.66,7879828.65,7605900.67,7605900.67,4,2024-02-25,2024-11-17,2024-12-06,completed,100.0,96.52,0,none,NONE,0,none,273927.98,0.0,NONE,41193597.77
PRJ_002150,MPID_0120,Haryana,ROHTAK,147000000.0,road,LOC_MPID_0120_72,Widening of road at LOC_MPID_0120_72,10720504.55,10336577.1,10142682.14,10142682.14,4,2024-03-05,2024-11-03,2024-12-24,completed,100.0,98.12,0,none,NONE,0,none,193894.96,0.0,NONE,41193597.77
PRJ_002151,MPID_0120,Haryana,ROHTAK,147000000.0,drainage,LOC_MPID_0120_11,Construction of drain at drainage at LOC_MPID_0120_11,2544298.38,2447108.88,2383830.91,2383830.91,6,2024-09-30,2025-02-16,2025-04-10,completed,100.0,97.41,0,none,NONE,0,none,63277.97,0.0,NONE,41193597.77
PRJ_002152,MPID_0120,Haryana,ROHTAK,147000000.0,community_hall,LOC_MPID_0120_97,Construction of community hall at LOC_MPID_0120_97,6485059.24,6039044.64,5845456.51,5845456.51,6,2024-01-19,2025-01-18,2025-03-05,completed,100.0,96.79,0,none,NONE,0,none,193588.13,0.0,NONE,41193597.77
PRJ_002153,MPID_0120,Haryana,ROHTAK,147000000.0,community_hall,LOC_MPID_0120_25,Upgradation of community hall at LOC_MPID_0120_25,7318086.01,6368774.22,0.0,0.0,0,2026-07-27,2027-04-01,,sanctioned,0.0,0.0,0,none,NONE,0,none,6368774.22,0.0,NONE,41193597.77
